,tn1mean,tn2mean,tn3mean,pn1mean,pn2mean,pn3mean
0.40_160.8785m/z,237.6725244,228.2916981,223.5475005,253.3126319,242.1292618,240.9431008
0.53_174.9560m/z,120.9708108,121.9592097,120.3512815,125.8484963,125.6216185,129.106364
0.57_194.9513m/z,154.2351977,152.6689654,150.9180688,165.8411802,161.3004064,157.5364362
0.64_406.9015m/z,1482.046789,1620.29556,1576.804082,1549.908568,1542.252285,1527.411526
0.64_639.0365n,820.7436912,1176.404908,895.7550614,76.33744295,0,523.1437067
0.65_402.9946m/z,222.3237718,231.1714474,238.3961996,49.1791372,2.016456447,141.4368095
0.65_579.0266m/z,382.9827559,462.0528465,457.4159713,40.35240465,0,135.020498
0.67_191.0196m/z,3145.364146,3328.688636,3164.438633,1371.421353,1577.352744,1282.050463
0.67_225.0087m/z,116.1811359,119.3119988,155.5678535,56.4237134,269.385514,47.52115417
0.67_261.0722m/z,378.2676635,460.8060169,434.3390598,46.40710041,81.84350644,35.32626637
0.67_289.0660m/z,604.9538865,693.1272968,757.1121098,52.77202854,136.5046559,65.79079255
0.67_294.9929m/z,1211.310711,1250.036828,1203.597255,596.9306731,603.5118884,539.3189212
0.67_354.0594m/z,323.1085984,332.5844757,181.8562966,87.5140893,16.62344008,64.21314019
0.67_442.0161m/z,207.8772319,195.56736,279.981384,81.82887279,7.400624317,122.3116773
0.67_611.1446m/z,3094.466663,3081.020577,4736.205457,716.0044416,11.3699175,1345.521403
0.67_633.1260m/z,340.7626417,337.6111031,524.8534753,75.11852528,0.621373612,168.0774889
0.70_134.0220n,229.6885074,272.9321546,246.8346257,118.2436867,349.876399,151.9075175
0.70_210.9956m/z,202.3778423,280.9161677,214.2414259,112.6979472,120.095594,90.55974725
0.70_229.0111m/z,824.6036167,1320.218667,809.3788138,387.1194162,238.912433,362.2535707
0.70_259.0215m/z,489.5913427,689.5841441,569.6027713,120.1404589,802.1914528,95.33593953
0.70_320.0503n,389.6498848,303.7585197,465.4383603,237.2020449,420.0393272,387.8846322
0.70_323.0284m/z,1590.319727,1255.283187,1384.837775,502.3733213,425.5827794,717.6048059
0.70_347.0376m/z,460.7815217,356.0967558,692.6496398,307.275834,58.18486539,238.5000945
0.70_362.0501m/z,2683.578166,2105.974696,2747.179221,352.7726785,6.581130982,594.5958708
0.70_372.9699m/z,359.812355,354.3020561,357.171324,231.8413828,204.6473556,229.0458595
0.70_427.0294n,177.7930224,154.1823966,232.1102875,236.704185,16.70585574,214.7686986
0.70_565.0470m/z,293.0081448,300.1123475,254.1658264,21.66140817,0,71.05394148
0.70_740.2115m/z,281.4763915,334.7135182,311.0716195,0,0,0
0.70_96.9632m/z,1083.03803,1164.843195,1060.861368,1101.769147,1877.75223,921.544986
0.72_263.0080m/z,127.7778225,587.7890409,138.8511066,316.6625937,509.4683955,89.00429312
0.72_300.0465m/z,437.3458876,494.1152422,480.4069905,77.16523273,508.592078,82.87581522
0.72_313.0034m/z,459.9409708,461.7699966,272.7432546,98.11505194,261.5250594,151.3902263
0.72_322.0439m/z,267.3427366,234.3498589,264.9194641,146.2012393,111.7108059,154.4119172
0.72_330.0380n,13.62457561,41.97776602,592.0463952,114.7507658,8.872043392,428.0337699
0.72_356.9922m/z,255.5939337,201.2886225,292.0014805,157.9157744,313.4182213,236.8864223
0.72_389.0485m/z,319.9963983,284.1656861,404.3256629,202.7695943,290.3561653,294.4285355
0.72_391.0059m/z,309.5940051,270.5054464,336.7893934,264.4354061,165.0532485,470.4164352
0.72_606.0741m/z,4041.137441,3825.24717,3238.169438,864.8622896,33.02702287,1240.037424
0.72_629.1328m/z,89.09304401,106.879533,135.3620049,152.7957706,276.7552921,308.5640714
0.72_669.0601m/z,342.7845339,336.5027892,515.5608497,78.89746023,0,180.5647203
0.73_140.0119m/z,911.1124692,886.3139465,1013.537518,161.8791333,202.168237,304.2935488
0.73_174.0407m/z,582.4282909,689.7151026,685.534075,36.69936982,101.8952125,54.95062076
0.73_213.0154m/z,203.9233906,297.334687,228.1380704,26.57435953,68.71006202,16.60945372
0.73_244.0682n,256.8854019,277.4604125,248.6117102,61.72464166,193.3324189,75.98722115
0.73_247.0921m/z,239.7704844,251.331623,369.9664495,110.9778873,181.9112995,200.7295381
0.73_271.0560m/z,368.6199999,428.0798705,397.2441079,45.05049133,41.09176827,66.63482545
0.73_275.0876m/z,191.8525913,232.3350194,229.7729831,19.65746922,70.74072352,23.79646317
0.73_276.9293m/z,776.799159,791.7275254,746.7776182,1045.090391,840.3960768,939.2357293
0.73_281.0340m/z,191.9002077,207.9726837,192.5114295,72.61534184,136.3598985,46.38864648
0.73_305.0677m/z,269.6017824,273.1288858,366.4994332,86.0273416,14.87215304,148.4546854
0.73_309.0351m/z,135.3095433,163.3707624,129.5516097,52.61901771,113.8508839,34.60651344
0.73_343.9949m/z,170.2091867,456.4809312,551.0334321,69.32074034,99.58786104,357.0970401
0.73_386.0326m/z,3822.555859,4072.899866,1607.098601,1048.061805,44.72418335,1586.841303
0.73_399.0443m/z,171.4903089,226.3594292,164.8388689,22.02753896,27.94145856,0.945499204
0.73_445.0518m/z,186.9842596,189.2259212,236.2556124,31.05927318,5.986017883,45.48543013
0.75_156.9418m/z,188.9305016,187.1540667,180.8638011,186.8343371,228.9512375,211.5115316
0.75_168.0426m/z,257.1305963,255.6517491,301.3902828,61.06632742,119.4379271,77.19610325
0.75_175.9559n,759.5536215,750.9616005,715.5742508,763.2207905,893.7673328,834.4517342
0.75_188.0562m/z,139.3286678,154.0160217,154.2076744,32.10777501,151.3962832,32.65774073
0.75_216.9117m/z,396.0713649,375.6880502,392.4944151,368.1956608,575.399043,389.5353116
0.75_235.9275n,674.8193248,640.5452471,649.2084011,892.8885369,837.6658683,1001.846522
0.75_239.0122m/z,199.8437938,192.5605082,210.7098202,105.8032951,176.1593312,76.34479944
0.75_241.0112m/z,56.40243328,76.21334389,53.95408401,34.32638297,602.1451087,6.795843025
0.75_250.0495n,119.7034502,143.0055697,142.9506314,54.04785989,109.3418793,39.06753533
0.75_256.9901m/z,116.5230332,284.3078057,34.71563579,20.50271549,1481.479497,67.57103232
0.75_291.0829m/z,7043.455578,5247.100214,12847.11321,4102.544168,4812.930095,8619.672029
0.75_425.0795m/z,272.7994139,351.9529884,377.9747883,45.46842177,20.27732868,49.29824045
0.77_132.0303m/z,848.4611483,975.938212,951.5129142,394.3842694,975.5241543,848.4927796
0.77_135.0300m/z,359.8075364,367.3007583,445.2705603,131.33078,337.2163143,254.9107961
0.77_146.0460m/z,1112.850818,1514.438347,1181.823028,394.3006172,1519.185729,565.8303874
0.77_165.0401m/z,446.8426246,451.0906993,245.5131206,135.1313803,351.5723747,140.6846412
0.77_171.0060m/z,162.047536,211.6599195,109.3849043,28.64237433,456.8972545,11.05497535
0.77_195.0507m/z,168.6920883,196.0976566,207.2728922,152.5299697,578.1552693,184.1853875
0.77_197.9693m/z,173.2381645,169.6386897,185.5108051,72.1003348,62.3623067,89.38393055
0.77_203.0660m/z,152.8570259,191.4503538,157.0444299,97.11522195,174.2469944,54.28435491
0.77_217.0791m/z,201.5243044,209.4015808,158.6732219,81.17889002,191.5242943,60.69014102
0.77_233.0769m/z,167.9478128,254.5198429,231.1681485,61.02293422,117.1919714,91.73071658
0.77_245.0428m/z,363.6431443,425.4385059,416.1747136,90.08049928,109.5388973,34.30487516
0.77_257.0770m/z,131.5619492,165.3630846,115.8019715,23.17821282,234.5680291,36.61309847
0.77_273.0392m/z,384.3498324,411.6761849,419.8193483,32.34945684,48.95026503,67.86941337
0.77_306.0786m/z,226.1871794,247.5432409,252.2366161,294.9870172,233.9769798,410.6544797
0.77_309.1037n,94.37743555,92.24884901,91.32017079,46.82202022,266.621242,42.86261992
0.77_324.0925m/z,502.9046641,522.6819298,550.3009815,841.382014,1364.59083,1323.308032
0.77_333.0582m/z,1970.101685,2501.434955,1953.390021,185.6639488,266.251287,155.1325944
0.77_343.0902m/z,225.1313691,234.923919,303.6958456,14.57107731,22.20421339,17.15307918
0.77_78.9587m/z,1123.199603,1142.833669,1124.143658,691.7976399,1013.86167,847.7263999
0.79_1026.2642m/z,1685.011497,1868.349253,1535.319409,934.022256,1277.286623,1621.323771
0.79_1028.2537m/z,1899.379373,2102.334145,1712.85671,892.0227568,1366.018264,1799.918455
0.79_676.5089m/z,1887.843835,2086.180028,1647.031379,787.3351752,1312.531492,1664.804016
0.79_792.4266m/z,2305.740937,2546.426542,1958.17724,928.7521337,1566.350146,2012.730551
0.79_823.4010m/z,1983.810305,2213.557108,1701.554775,786.2532396,1359.945723,1770.216509
0.80_1040.3018m/z,385.5605236,424.7191561,383.8201115,294.9792788,332.1815952,365.4831909
0.80_474.7129m/z,223.174495,239.7250309,211.2759566,251.4738919,210.9758569,220.6832184
0.80_492.6803m/z,432.4811127,459.6083296,420.6127328,365.1753627,405.0564741,433.9385912
0.80_664.5554m/z,588.4831069,621.1190171,596.008516,332.7006003,518.6091542,590.5995621
0.80_778.4698m/z,676.9024555,709.5426607,649.6489653,383.649646,559.593359,644.5570747
0.80_782.4696m/z,713.9782111,750.4795221,663.1443305,316.5232157,561.6500828,650.8363761
0.80_842.4251m/z,1538.793403,1704.76824,1296.040093,838.080307,1126.563044,1314.160244
0.80_848.4032m/z,584.2452408,648.3222057,476.2106771,224.1506955,415.6081008,474.3264303
0.80_92.9280m/z,896.9149527,940.0920923,810.0482814,651.507857,747.0852453,816.8069174
0.82_198.8923m/z,703.1884365,715.00029,699.2375259,608.5173405,647.9650076,700.095837
0.82_222.9191m/z,340.2934611,344.3353958,350.2655304,375.1933914,355.2388782,363.3242048
0.82_248.9084m/z,220.3416504,246.5145053,242.8080116,226.5391047,231.4704292,221.0902862
0.82_352.8621m/z,1490.646655,1533.619014,1444.192911,1292.577087,1350.807931,1510.48834
0.82_354.8735m/z,1042.389233,1046.144823,1009.905705,1054.361288,1052.67333,1112.006591
0.82_411.8275n,492.8568947,484.4389337,495.2486807,425.0455145,477.696623,519.6275383
0.82_421.7799n,299.5021284,318.0221308,259.9440563,230.330046,241.041775,273.9902153
0.82_913.1676m/z,152.0745574,145.8962855,170.5864559,192.0450154,153.9026368,167.9545306
0.82_923.1711m/z,247.6274372,261.2692957,253.2993332,320.1996525,256.5895889,283.2838826
0.82_945.1781m/z,204.464694,207.8126312,202.5256427,173.4979405,198.7582169,200.6704277
0.84_1060.6407m/z,321.6912998,346.1345692,299.2579393,209.1062883,326.8034234,291.5572723
0.84_1105.6213m/z,725.6974571,797.1170445,637.0189384,477.9179549,656.5349047,616.9670201
0.84_124.0074m/z,561.8940071,438.5264792,789.0929049,379.9602973,872.4157706,688.4881459
0.84_199.0373m/z,36.29168678,123.9695884,341.131569,120.1420852,200.9637142,437.7036604
0.84_204.9689m/z,183.7572923,173.551254,185.3663033,264.3496466,212.9243066,198.7746739
0.84_366.1084m/z,11.84939795,21.01869154,15.67339447,0,791.6730149,4.134557128
0.84_367.1047m/z,38.97774265,51.10280171,67.16403924,0.668767293,4502.305917,5.867039998
0.84_432.8525m/z,122.7035768,122.5871857,122.9526053,113.7151967,148.3964696,122.993852
0.84_649.7726m/z,220.4198053,210.8889009,215.3530895,177.6419819,313.3768537,213.0748865
0.84_671.7731m/z,191.0829538,190.0485869,188.8217681,202.5291164,199.8973136,190.9356428
0.84_822.2234m/z,183.1967687,200.3418395,165.6629899,92.72325021,139.6613674,148.8283517
0.84_883.1922m/z,523.1541083,518.8961911,508.9950543,508.7381409,504.7328952,505.7538895
0.84_901.2032m/z,213.2004335,231.1329026,175.6096024,151.9230485,165.8845866,180.4180485
0.84_908.1898m/z,306.2225377,310.1822104,279.3865413,292.7346476,307.0552203,275.416521
0.84_928.1850m/z,239.3703689,243.2018664,211.9678968,217.3042334,220.1698237,220.0503104
0.84_972.1813m/z,597.6424104,590.5002379,634.987656,633.6581646,627.0989531,621.2620539
0.87_145.0982m/z,441.5540977,649.9250374,466.8147023,23.1847638,196.3103295,41.39264225
0.87_151.0259m/z,305.59155,707.2892516,358.9134209,217.2398034,966.8134644,164.3957576
0.87_190.9548m/z,1089.353883,1177.24985,1147.392745,1228.11744,1176.734498,1117.682375
0.87_202.9524m/z,824.7937573,792.0283169,788.5357246,964.8794789,902.7531352,943.2067644
0.87_218.9496m/z,97.21484899,111.9907402,111.6622585,121.4842308,125.9508778,104.7202054
0.87_230.9434m/z,800.1548117,830.6346248,811.2218533,913.2412029,871.4424639,851.3142463
0.87_324.9132m/z,148.5891442,167.9075376,155.7246394,156.3739277,174.5062874,143.5833573
0.87_362.8902m/z,1366.383829,1471.682535,1448.923594,1499.025374,1461.800942,1382.692305
0.87_402.8806m/z,2923.19173,3040.22596,2989.955295,3266.248567,3086.342986,3004.930897
0.87_529.1581m/z,43.82487965,54.32435167,42.33361349,0.568724086,3776.345737,5.872994937
0.87_554.8142m/z,223.7291411,176.9158641,243.7701963,225.3894753,297.589426,252.3885786
0.87_613.2979m/z,892.6355929,893.5060842,877.8410808,1074.912001,823.6188869,996.8105052
0.87_653.2904m/z,353.2697315,332.6361407,380.777283,570.5214826,403.6279069,437.9309458
0.87_665.7787m/z,4847.577979,4712.62907,4716.974861,5715.951793,4341.570251,5280.050565
0.87_702.0958m/z,134.5059954,106.7846679,155.1799867,150.0980577,158.4245582,166.270751
0.87_719.2621m/z,906.1978815,887.0848505,892.5855328,1055.56545,847.9730917,971.1006082
0.87_808.4111n,320.149832,266.5673742,371.3108695,395.1739701,408.8750404,406.5007349
0.87_825.2255m/z,816.834754,815.0184196,782.1962799,902.9242756,779.1877499,842.6628622
0.87_919.3535m/z,100.4043848,82.21472307,111.3232533,101.2171454,119.6502239,122.8190943
0.87_951.1853m/z,890.6947025,923.8308861,854.5426734,901.1210403,849.9274493,901.2367214
0.88_221.0662m/z,42.36636772,47.56226377,32.25499276,12.58541614,1075.113499,18.5865422
0.88_242.9448m/z,164.1075515,150.9311556,147.573655,207.026511,198.4141283,208.0398586
0.88_243.0502m/z,53.07941675,75.39238876,62.12521171,6.46665446,555.8651839,16.40343476
0.88_268.9241m/z,9314.750449,9230.068187,9145.201344,9937.744888,9336.8858,9779.821261
0.88_335.8977m/z,1940.782389,1891.727952,1867.49531,2217.221217,2045.823121,2071.473938
0.88_414.8792m/z,284.6309434,274.3167018,268.3900987,343.5711678,328.7891985,337.007226
0.88_456.8345m/z,388.2088169,330.4081121,475.4859027,391.6328359,595.3227611,446.446054
0.88_499.1464m/z,0,2.116843369,0.900171916,0,693.4069302,0
0.88_691.2182m/z,29.96328201,27.5432669,22.97305933,24.5605888,872.245492,29.29601719
0.90_131.0827m/z,242.3223091,356.913309,265.0292067,21.96712299,126.0547554,41.97511645
0.90_173.1039m/z,879.2026323,1395.374512,995.3961963,43.40383588,98.19938328,38.26919514
0.92_178.0593m/z,277.7746289,441.9681026,304.2580451,8.703702875,29.76871922,11.22785976
0.92_407.0139m/z,180.4979718,302.5375561,192.5043607,0,8.597162101,0.686808288
0.92_447.0065m/z,196.2761989,330.631111,204.4162046,1.349675497,13.1227543,10.50102236
0.93_301.0498m/z,208.9230148,331.5908508,224.8568837,3.714961585,34.1430089,11.79799418
0.95_135.0313m/z,531.7010964,658.0061612,560.8973963,108.3666919,1000.938112,120.2977507
0.95_154.0620m/z,980.8309744,1412.623235,1004.092968,110.0147434,694.4980744,231.3136376
0.95_157.0131m/z,98.94623749,132.9760278,103.4887297,18.90509559,299.470659,21.84154191
0.95_341.1080m/z,832.8775506,685.1041199,635.646356,290.2169403,2480.298303,420.5265861
0.95_363.0899m/z,140.7020581,116.5298189,86.73187532,27.87727873,462.6471499,69.95815541
0.95_377.0847m/z,1171.865222,1083.612885,850.5005974,511.7350411,4696.046445,977.6254485
0.95_379.0824m/z,437.5468135,419.4739702,325.8156278,178.1445834,1695.463467,344.1472454
0.95_404.1025m/z,66.87580087,64.03432239,42.16278474,3.924957245,568.6258535,4.17523702
0.97_567.1538m/z,2.52234904,10.71690877,9.488321938,0,688.3433377,0
0.99_545.1713m/z,28.83990486,45.66909086,33.25344724,0,998.4059105,0
0.99_701.1907m/z,0,0,0,0,695.8532308,0
1.03_194.9517m/z,352.8735517,338.6359072,339.4346422,374.4551725,348.9172194,371.1502722
1.05_187.1006m/z,208.1938085,254.7781687,184.5607293,83.59268178,303.7073786,77.85633565
1.07_346.0550m/z,200.8710121,360.0269849,197.0410186,17.77998352,33.94493919,26.08220515
1.07_707.2234m/z,0.900868734,4.269388823,0,0,734.1189027,0
1.10_244.0680n,150.2479712,422.9367484,157.6613242,66.45746647,604.1068261,74.86249205
1.15_137.0357m/z,383.9789757,376.8914323,232.5103231,113.0436564,753.5781614,468.6672181
1.15_180.0664m/z,337.2149369,696.5047632,314.1437948,38.46783817,477.1607798,54.5403192
1.36_186.1135m/z,110.078311,120.0541147,69.62230307,96.40593738,170.1922204,81.90266591
1.47_135.0313m/z,639.8871138,1089.417764,633.3895984,183.1534923,35.35450918,155.5714604
1.47_267.0729m/z,1950.743265,3431.232378,2133.666537,490.7915344,31.80948866,532.7430776
1.47_289.0548m/z,305.1241686,507.3276389,274.7054985,86.65434955,1.764032013,69.1921626
1.61_282.0836m/z,308.561531,769.3285633,210.9905243,114.9801272,22.15244808,118.7735587
1.63_406.9011m/z,2786.152494,2554.605563,3046.509698,3099.751453,2731.599492,3061.147922
1.67_251.0778m/z,356.1752844,665.5261839,361.8868947,0.347455343,282.8600487,0
1.80_378.1332m/z,581.0116234,617.1322153,858.8044231,0.209963417,0.070023049,4.451239203
1.86_130.0873m/z,575.9766181,1141.844966,585.0451921,84.6507984,471.0544143,100.4116383
1.95_180.0651m/z,159.6729399,115.5555989,91.3122755,99.39111965,196.7818846,88.03954013
1.96_202.1194n,276.2806705,434.2347631,242.4201043,186.9045953,432.8899266,138.6552333
1.96_339.1251m/z,160.3339953,210.6503392,210.347533,139.67059,243.7511189,199.175228
1.96_341.1124m/z,1137.552824,1267.610479,1123.516748,999.8328657,1294.967972,955.185205
1.96_349.1799m/z,1034.637902,1341.267754,977.0880184,792.588028,1608.273317,719.5367431
1.96_351.1455m/z,170.9861939,228.2741348,159.4750823,143.5029564,276.6559394,115.653912
1.96_353.1392m/z,116.5266794,133.480194,109.9898399,105.4161969,194.3983075,100.5093322
1.96_365.1780m/z,202.5009585,252.192608,209.5187639,143.1628267,224.7517424,138.45684
1.96_379.1772m/z,749.4767259,1063.564681,690.0333306,454.3527102,1012.011226,401.7029514
1.96_395.1678m/z,436.1238549,667.09588,405.9960947,262.4304556,833.0884074,237.9815399
1.96_447.1572m/z,292.6291487,371.2104078,427.4224658,40.31593538,85.10649328,56.27348568
1.96_539.2660m/z,117.5463673,284.0293185,137.8052039,44.43822137,105.9403067,38.38738762
1.96_607.2619m/z,354.8787631,747.8278021,383.0011623,137.1850911,1224.405086,80.94111843
1.96_612.2778m/z,768.6220307,1762.752161,740.297282,136.012093,782.5983528,98.19077626
1.96_626.2852m/z,514.0522062,1221.022746,556.3046502,94.62369666,516.0876325,72.17854892
1.96_672.3120m/z,425.0059965,862.1330137,400.8742556,98.67950184,671.8597712,72.72409572
1.96_696.2890m/z,1380.390332,3400.038505,1423.229713,223.0731457,2101.484381,158.9471972
1.96_841.3400m/z,175.0597674,411.4792134,163.3823474,44.42607299,221.6290126,35.84384163
1.96_890.3713m/z,210.6864113,680.0371137,198.5171607,32.97255323,251.0589077,28.28097542
1.96_938.3715m/z,91.03845235,283.4342838,71.76476257,35.32671092,167.6321203,34.72203575
1.98_245.1069m/z,257.87679,267.0330959,231.3924149,227.3177475,313.3755968,212.1371714
1.98_283.1125m/z,241.1368298,270.7161238,234.7546417,218.6589952,329.5152635,210.6210056
1.98_314.1451m/z,998.9245902,1397.331648,978.1115122,678.8376858,1290.780695,632.7188175
1.98_326.1196m/z,113.9829233,143.4706736,111.2496579,91.42004206,162.9037468,78.39928479
1.98_347.1653m/z,773.8126553,957.3170957,729.1211307,556.560899,1119.793983,553.9364959
1.98_360.1742m/z,226.1336523,329.7620262,205.6492072,126.3112313,275.1828746,111.1135008
1.98_363.1648m/z,325.296495,391.0235671,303.4303936,271.6910888,439.511864,235.7322228
1.98_411.1634m/z,286.535562,477.5184578,273.2870556,179.0790666,404.1487039,142.7380276
1.98_419.1991m/z,540.5855849,709.5142931,521.9371763,387.6275565,709.9877062,340.6981919
1.98_445.2204m/z,1159.05976,1815.931818,1169.71643,725.274292,1947.275965,811.8395455
1.98_509.2316m/z,1247.145813,2370.829184,1237.038303,459.7656022,1611.125834,402.531853
1.98_524.2334m/z,947.0902663,1930.877228,937.436926,334.3029665,1269.042291,277.8164728
1.98_572.2673m/z,413.4490865,812.776427,399.2883264,138.5994773,478.8794253,117.9149566
1.98_582.2438m/z,442.0134312,751.4619512,414.0539148,136.1369857,562.9632938,121.3728845
1.98_605.2685m/z,139.7929389,244.9517373,135.5639598,58.11760107,189.161079,48.79744548
1.98_609.2494m/z,556.7050865,1108.125266,545.7216161,164.6339748,1444.113375,122.9858084
1.98_629.3071m/z,1262.875141,2822.524672,1290.581404,255.502964,1879.486954,207.2426256
1.98_678.2924m/z,714.2760807,1764.281255,709.6438232,135.7048546,1086.207942,107.9000984
1.98_683.3054m/z,1364.454033,3288.394599,1324.775436,220.850626,2213.02334,188.155818
1.98_803.3582m/z,395.9572146,1109.331183,387.3800648,55.88759083,736.0222655,40.05107626
1.98_859.3580m/z,129.3287149,369.3401529,121.8833979,26.0328299,201.5881831,21.27158352
2.00_227.1026m/z,455.3538776,450.1691627,404.5376312,299.2059541,638.7249698,382.9750665
2.00_304.1451m/z,205.5133368,251.4769677,198.9392723,153.0420125,289.3783356,127.1735987
2.00_355.1642m/z,997.590461,1644.941386,965.22275,633.1372724,1411.495973,583.5502987
2.00_361.1688m/z,343.6925823,440.9669816,324.3914606,224.3334674,586.6464127,211.8505495
2.00_367.1920m/z,68.73865837,84.45276576,139.651644,53.24692149,124.3284377,136.4661339
2.00_423.2094m/z,594.3677288,862.5118348,574.890422,407.2420117,836.680254,355.7079531
2.00_478.2047m/z,599.6158853,922.1401235,540.9186184,309.2038793,833.2283699,283.5198347
2.00_562.2472m/z,423.451235,822.9609051,424.011059,138.742893,750.7084639,132.8050751
2.00_576.2561m/z,536.5141555,958.8824843,491.3012774,235.315039,871.6153983,198.4103428
2.03_190.0539m/z,129.8957247,200.762147,113.1304475,74.64685921,99.50007759,57.99566859
2.03_263.1075m/z,130.7764465,140.7946203,146.4738273,246.666341,321.8354945,206.254208
2.03_273.0654m/z,101.5656261,102.8160873,81.64326159,81.16992343,353.8864761,73.96377202
