,tn1mean,tn2mean,tn3mean,pn1mean,pn2mean,pn3mean
3.09_379.2122m/z,199.5599476,222.2519852,173.3577837,220.3334535,339.2145975,158.1368468
3.09_403.1888m/z,3003.453268,2475.213453,754.9002401,2331.89415,3413.491241,1355.670278
3.11_283.1533m/z,178.1350012,191.6258846,140.8270632,179.6708052,223.4736326,108.060505
3.11_453.3194m/z,100.8005361,93.43369966,97.55088873,107.5717953,98.87370439,112.3585728
3.11_535.2654m/z,150.3133496,149.0364329,138.1221643,215.9894701,293.8479056,180.2589566
3.11_576.2810m/z,104.1122168,138.3488594,89.26363305,231.9507814,296.4061316,90.79417541
3.12_279.1300m/z,495.2390177,548.9718387,410.3853269,435.3496797,623.6462525,366.1643168
3.12_305.0820m/z,501.9357093,514.3098588,455.20005,447.9922644,453.2429473,486.8686848
3.12_422.2267m/z,177.2808208,179.0648776,152.8806179,171.8933785,211.6832994,186.9174141
3.14_257.1751m/z,770.8446905,1926.471669,643.6779718,628.8207446,925.3289142,526.5926975
3.14_311.2218m/z,1686.838063,1786.54936,1450.344004,1890.213098,3204.897226,1697.664807
3.16_298.9420m/z,56.9060926,50.25064294,1209.79521,46.20274935,38.14393055,1580.074669
3.16_385.1915m/z,246.0761679,265.1463726,146.4945436,255.1942239,453.7151586,141.0016015
3.16_391.2836m/z,241.6666534,247.4447368,265.842998,235.8305821,231.4720365,263.0783568
3.19_279.1952m/z,271.2463452,395.9177486,232.0929017,61.40674998,74.1739484,47.18501819
3.19_337.1709m/z,145.9916754,152.4473768,103.2023227,173.9380478,215.0101482,108.9429548
3.19_404.1041m/z,145.3266004,147.6951457,138.6392734,155.8768016,155.7081931,125.5344088
3.20_185.1544m/z,823.2752091,846.6872186,753.5599361,901.1220854,992.1895347,793.7214315
3.20_197.1540m/z,98.76077159,102.8762858,92.23150794,102.0068935,133.1317355,96.52222903
3.22_277.1439m/z,616.9943349,579.8661407,568.3766773,601.226614,707.6340328,565.6349113
3.22_313.1809m/z,61.1250159,61.13102001,55.12716768,54.75199264,308.6530237,59.59042174
3.22_315.1269m/z,328.5600333,353.109641,173.2654172,162.4755295,182.1816617,153.6894941
3.22_352.2067m/z,141.3958711,143.1674088,87.21335147,90.63717449,95.12275923,59.08493751
3.22_467.3346m/z,107.3519324,108.1977427,104.7306296,109.7390566,112.6409277,106.5952458
3.22_479.1606m/z,226.7259001,1180.817933,81.73501603,1105.040598,1479.09219,43.49790193
3.24_285.1255m/z,209.563197,235.8363525,83.54458476,151.5519752,135.044451,117.001968
3.24_367.1188m/z,188.4075813,177.0843517,232.1466496,172.8014765,272.2199284,252.5861747
3.24_481.3136m/z,164.1134783,146.1894017,153.0386178,159.2611741,171.2940549,175.5619875
3.26_269.1304m/z,230.0865575,592.0373033,132.9052189,453.9695543,595.5627666,108.9124115
3.26_297.2420m/z,179.7828581,183.904694,173.7452216,189.7314104,207.3958183,180.7954782
3.26_329.1060m/z,262.2969556,212.7479265,5.881117049,274.0084874,107.2872123,15.00039891
3.27_299.1413m/z,99.96260565,103.9558371,82.19792255,115.1524081,121.4783757,82.90921059
3.29_327.1648m/z,306.4318818,263.1249793,291.7849621,288.144374,374.7460304,278.3785068
3.29_337.1073m/z,1133.033735,1010.683334,847.3259196,512.7173689,171.817514,962.9135181
3.31_355.1763m/z,949.7223132,1576.696687,680.3082941,1606.464979,2091.303224,629.7920178
3.31_369.1893m/z,311.0442638,345.5121831,285.3397638,370.4302472,481.3886888,315.6720317
3.31_385.1781m/z,602.7791569,1662.635609,218.040971,1700.963508,2302.17857,150.1148898
3.31_449.1494m/z,31541.76416,96856.78848,9017.071331,93889.03692,128282.6699,3461.592556
3.31_449.2178m/z,66.97583516,311.986908,0,374.4483064,412.4533322,0
3.31_449.3175m/z,186.2506112,1718.048898,85.11524115,1701.263779,2667.157463,83.20441594
3.31_534.1273m/z,783.2361816,2544.640111,215.0621768,2565.310663,3397.589874,84.66911783
3.31_549.0751m/z,111.9848263,423.6744518,15.53573246,530.8512364,697.5760682,2.003621399
3.31_657.4048m/z,234.8707242,235.5592158,229.1728591,243.6660991,271.9010581,231.2576969
3.32_161.0693m/z,5135.021066,5277.628972,3948.762688,3827.298162,5386.162638,3961.563366
3.32_237.0661m/z,117.2923441,119.4824675,92.72311783,93.73846529,124.7105601,96.01678777
3.32_301.1661m/z,334.6225659,358.250227,212.1022324,236.2040734,401.628748,230.6674918
3.32_307.0974m/z,367.7211737,389.6962295,98.15491011,65.93436099,16.53023419,101.0128938
3.32_315.2527m/z,241.3837227,266.3897871,189.5207969,230.5958328,446.1066846,185.093993
3.32_371.2785m/z,231.7354608,224.9678107,219.2814771,249.6720992,265.9297901,222.0916273
3.32_479.1600m/z,131.5118155,629.8991064,44.36352805,731.8710974,931.3384016,21.78201356
3.35_283.1066m/z,504.3148154,508.3602952,182.2533534,471.3515542,451.0288641,188.0372898
3.35_285.2088m/z,365.7942246,378.3200818,273.0931921,402.7486742,543.0864686,296.210527
3.35_486.1907m/z,267.5436187,260.3998228,266.3608335,148.8119487,173.4425597,269.9204269
3.37_199.1701m/z,5925.645375,5408.285564,4720.28538,5792.152528,8509.991437,4879.306209
3.37_250.1443m/z,564.0247337,567.6242577,572.9900868,592.520445,576.7932506,573.2488866
3.37_291.1591m/z,585.6471761,579.2725264,536.0061267,560.836926,622.4771668,531.6396524
3.37_295.2266m/z,902.0327635,1094.800314,700.8850932,919.6766114,1289.854041,781.9837269
3.37_305.1875m/z,100.743136,99.70805487,93.16120306,106.6278717,137.9741422,100.6346336
3.37_335.2176m/z,335.8949256,374.7275954,178.9211799,941.9594699,1483.204311,322.3376203
3.37_380.2039m/z,109.2737754,122.228386,69.97690214,130.6338524,158.6932672,89.13834452
3.37_445.2982m/z,131.5625859,148.212482,136.0599203,160.0304351,191.9378251,148.7230474
3.39_361.2350m/z,209.7342284,230.2145581,146.1393772,283.5399043,656.5403744,225.702394
3.39_441.1205m/z,120.3992303,262.3736772,49.78484355,254.6287627,342.2921289,33.62086439
3.39_449.2182m/z,94.56514134,304.8042592,0.007358294,357.1810007,381.6833488,0
3.40_215.0710m/z,155.5051555,145.3764582,122.4581901,83.42852058,41.92016734,108.0271319
3.42_390.2383m/z,286.4075674,940.7497635,211.5020097,1036.022333,808.7262347,3919.309381
3.42_447.1337m/z,5329.837743,4527.373937,783.8371104,5603.976032,6224.207784,980.8465834
3.42_519.2037m/z,78.26917045,107.0744366,215.6473857,85.35359402,105.8680599,222.0510458
3.42_587.2766m/z,105.3470916,138.9818457,48.64538678,536.9885502,466.229476,203.8236412
3.44_331.1214m/z,1443.539416,1925.245972,77.04280705,323.5289277,444.5995898,54.40069839
3.44_341.1909m/z,905.1858435,882.7374925,778.6413258,910.1552551,1070.48702,818.0857226
3.46_194.0817m/z,182.2807949,195.6009796,201.0718235,189.3478915,195.1152924,179.3792567
3.46_233.1541m/z,458.4784778,466.5074942,453.1689757,449.2928554,496.2911322,460.3440255
3.46_277.1440m/z,2252.154203,2259.512773,2197.691247,2171.800816,2327.106316,2104.305363
3.46_299.2010m/z,100.4452389,87.74429696,94.63004109,107.4490635,253.8768574,102.3686379
3.46_315.1340m/z,142.116557,152.0466587,86.20379122,151.6598505,179.3818374,95.54538071
3.46_317.1405m/z,160.8685111,169.171334,151.3834179,186.6176743,172.6774241,153.3207699
3.46_362.1211m/z,149.8313675,148.8063279,142.5376267,141.9037532,147.6750421,140.1516125
3.49_269.1248m/z,220.54158,234.9507936,213.1095343,211.4386052,291.859745,188.5964468
3.49_557.0973m/z,108.1254489,101.8680768,108.452088,118.2046077,112.4710192,113.7982749
3.52_225.1854m/z,1371.860655,1240.186134,1212.089159,1315.822274,1805.956491,1303.707494
3.54_214.1929n,2211.873748,2300.288086,1859.671634,2627.18244,2882.459729,1981.179963
3.54_305.1767m/z,158.9563852,162.9467503,152.8718971,182.053232,199.0009453,169.1556119
3.54_319.2259m/z,196.1556884,235.6980772,125.430621,335.0359919,544.3359886,169.958627
3.54_431.2766m/z,119.5736013,119.0491056,108.9665527,139.723821,144.1436184,116.0539908
3.55_295.1365m/z,231.7927969,128.1678558,144.0368538,173.8181566,255.6419579,117.6277139
3.59_285.1164m/z,879.8921654,854.1256186,806.2385822,939.0125648,916.2856328,835.9623048
3.60_243.1955m/z,275.4123891,264.333949,241.6240898,294.1796719,299.2158405,267.6425042
3.60_271.2259m/z,1983.29573,3115.798146,1065.818737,1966.752978,5075.492066,1115.961298
3.62_191.1102m/z,412.2788876,406.4531601,405.8078168,431.5006618,437.2748944,418.3645499
3.62_295.2274m/z,650.1777686,638.1024578,592.1725118,692.2400951,794.6956754,615.7707222
3.62_333.1695m/z,134.722972,146.4939794,105.6991881,143.4726602,146.0812772,137.6826364
3.66_251.2007m/z,193.2017657,204.0532496,173.2180469,183.223958,223.2800257,186.0915827
3.66_409.2402m/z,925.6136583,994.2786439,790.9717591,954.117392,1010.395374,796.3718175
3.68_239.2012m/z,1016.239613,932.9047492,898.8047459,1034.417478,1210.623267,970.7299724
3.68_283.1365m/z,358.7642725,149.3691229,155.4989821,232.7677424,383.0209904,133.9207195
3.68_372.2276m/z,37.03797442,44.13170682,395.3034,47.32721646,44.69710411,495.1266124
3.68_685.1214m/z,257.5398561,238.6167939,229.744212,300.7659486,300.194873,280.2871651
3.70_227.2013m/z,18269.58796,22320.22497,15289.0653,22903.55852,27291.43863,15813.42939
3.70_290.1390m/z,1002.562571,994.65865,1056.948282,930.3306637,924.8026674,1000.778895
3.70_375.1163m/z,119.034032,115.4748254,129.0149839,112.6907541,115.4888466,111.5573779
3.70_459.1440m/z,248.4246143,255.9492375,177.3784114,164.544649,51.20645139,227.7152708
3.72_277.1810m/z,152.6849927,51.01035013,97.6096429,151.6774683,269.3034495,98.23250693
3.72_297.2422m/z,2551.475215,3264.891583,2163.398883,3337.726153,4383.766383,2273.427224
3.72_571.1646m/z,5.625823954,7.347120009,2177.835963,7.480075247,7.545088662,4151.956191
3.74_429.1330m/z,578.2075111,572.1158357,208.3104366,136.5585875,8.59511045,247.4717878
3.74_435.2469m/z,421.107345,431.9862385,344.5294032,476.0835082,492.3072732,355.7872754
3.77_277.2154m/z,629.6109586,739.1077673,423.2230843,488.9212312,619.8541167,399.7368687
3.77_475.2641m/z,124.3174005,127.453336,86.33633985,182.4665155,181.9945034,95.95130546
3.79_367.2144m/z,280.382367,306.1894048,287.8048403,367.7596821,399.0908437,309.2859123
3.80_297.1524m/z,19447.35848,9751.873012,8969.878146,15530.77997,22453.95028,8602.114821
3.80_382.1296m/z,804.627752,420.7092777,384.2358888,636.8483557,923.5029093,358.3057514
3.85_265.1475m/z,37306.93449,43086.3896,29759.55632,41731.7843,35882.25407,34110.63167
3.85_265.1963m/z,208.3858938,292.214504,205.7073272,327.0721364,257.8820149,235.6659252
3.85_317.0878m/z,123.6606079,113.2351629,111.8336474,120.8530199,123.6577932,121.1347506
3.85_350.1247m/z,2960.402918,3172.122406,2528.046237,3257.661408,2978.383681,2675.454134
3.85_399.2113m/z,176.7719736,173.9359785,160.0786193,213.5567364,236.3973484,171.5935653
3.85_553.2846m/z,1381.009794,2538.350388,947.9667768,1928.768642,1297.38339,1356.459313
3.85_96.9604m/z,289.705888,314.353662,253.1069371,316.3902327,284.9268916,284.977293
3.87_253.2168m/z,13440.66355,13728.48841,12544.92668,13825.9865,15422.47213,12752.10662
3.87_401.1922m/z,105.835748,95.68262751,93.51072111,125.9153752,120.2765596,107.4788228
3.88_356.1954m/z,172.4804814,164.9568641,159.1578119,181.5161141,191.126864,167.7687575
3.90_241.2168m/z,13352.35959,17152.66999,10599.54547,18198.29985,18510.27204,11090.23956
3.92_433.2086m/z,115.8301554,121.399835,108.4189595,138.2112702,146.4341978,113.4255683
3.94_275.1672m/z,241.041785,221.6440997,225.5064155,263.8146672,328.0406781,223.9818095
3.94_348.2206m/z,1059.463127,1021.288298,1045.701557,1143.634654,1302.67411,1014.383813
3.94_353.1943m/z,2384.645608,2484.367989,1940.859533,2612.321799,2923.264703,2011.275947
3.94_429.2948m/z,147.5453728,148.0741938,148.2816448,159.1230652,166.1039378,149.8134198
3.94_619.2883m/z,1850.720627,2313.751992,404.9504114,627.3236163,150.4973848,30.52396242
3.95_239.0606m/z,118.8003614,106.1116612,98.35550849,123.600097,120.0336768,111.9711728
3.95_271.2271m/z,846.8693922,1002.003884,725.8245979,1034.994568,1157.35392,759.4566124
3.95_299.2570m/z,362.0075407,645.4752817,159.4166737,780.1851371,758.0568511,174.172833
3.95_323.1691m/z,692.570034,553.2695487,491.8982986,673.3541061,772.4835422,515.2398938
3.97_279.2323m/z,6214.269699,7591.297215,5027.259643,5625.933835,6932.624526,5009.786026
3.97_311.1681m/z,54011.01806,37006.37435,32322.61616,49251.5174,60104.29258,32206.75881
3.97_396.1457m/z,1995.756703,1366.265381,1217.549301,1855.740862,2255.730953,1187.970708
3.99_212.0746m/z,134.9093444,130.5238132,124.8649189,131.3563614,125.0853647,128.1850677
3.99_303.2332m/z,1099.721664,2106.286821,560.1326618,750.2056956,1395.170668,508.9732795
3.99_311.2195m/z,376.4402106,239.2209269,178.9384271,342.8686874,473.4080527,157.3068494
3.99_327.2366m/z,2768.255553,4013.527927,2051.825972,2334.317226,2732.599407,2112.490859
3.99_437.2650m/z,952.8070142,1354.273256,2486.923394,1437.905761,3576.690262,1637.672136
3.99_475.2608m/z,140.9938545,123.1016294,109.8004719,165.7028856,177.7534447,110.7188877
4.02_173.0997m/z,123.6267751,102.8709348,255.7681572,75.62076898,98.14960952,51.81804084
4.02_317.1607m/z,152.0456804,149.9446607,60.4252946,176.529744,186.3621911,61.80677283
4.02_433.3296m/z,185.9252768,214.8651848,207.2694255,180.3741569,210.8433138,191.1651511
4.02_459.2415m/z,236.6616704,259.564259,437.0569883,284.5905522,489.2136677,363.1890214
4.03_285.2484m/z,99.66777058,110.0175064,94.04109726,115.2003515,129.0230001,104.1933734
4.03_291.1972m/z,288.016566,119.999631,164.1134464,285.0676666,436.2688906,162.532191
4.03_309.1733m/z,5163.813181,4321.130812,3560.604945,4128.606983,6428.623326,3747.347085
4.03_394.1512m/z,552.5141451,401.1959329,348.0211665,438.0826795,647.392411,355.2469875
4.05_267.2321m/z,3184.294438,3355.452556,2910.743053,3464.430066,3681.317214,2987.194057
4.08_237.2217m/z,156.0625079,331.824738,65.36248463,349.5651033,329.2923082,91.82482857
4.08_250.8088m/z,124.2789568,267.4558464,54.80373276,280.0475561,264.2219,71.08286375
4.08_255.1729m/z,141.2574852,479.9759536,19.5427499,523.2618589,437.6585915,62.97603533
4.08_255.2361m/z,287721.2271,400394.7236,185698.9112,411794.8538,421143.5212,217301.3908
4.08_485.2228m/z,103.5897526,93.63626247,112.3380744,97.24342419,117.0420777,113.1731661
4.10_427.2836m/z,166.8987665,161.3630296,177.2337021,182.9208489,189.3403444,162.51086
4.12_305.2461m/z,386.6400303,707.8489541,119.6745327,213.3295066,415.9439422,106.8067634
4.14_315.1440m/z,152.2434341,155.124928,25.65249891,183.9863941,193.2451118,42.79554728
4.14_325.1836m/z,61928.62767,46663.01738,39550.7497,57211.84822,66618.01723,40814.41113
4.14_353.1997m/z,4061.603044,3656.355093,3116.524403,3556.779013,5333.689384,3288.896268
4.14_365.1869m/z,242.8436661,208.8420801,181.4018428,270.1470103,293.7748716,198.4189869
4.14_410.1615m/z,1643.161455,1218.711936,1155.011507,1480.892267,1730.712379,1038.823378
4.14_498.2664m/z,145.913157,188.8125669,88.86240884,257.1066594,183.2568857,69.97936654
4.14_673.3569m/z,187.6893291,117.502919,88.34370916,246.7980725,276.2128994,88.64442689
4.15_385.2438m/z,1160.614742,1609.01704,638.6627856,1386.884346,1962.187834,140.2325699
4.18_224.1640m/z,396.0615003,390.8046407,366.7873883,400.382428,416.1096564,361.2360987
4.18_232.1087m/z,302.5857895,543.9816652,230.7377563,1202.871548,524.1590908,1010.600423
4.18_290.1858m/z,112.547394,255.2832747,109.2644587,255.3142805,205.5622043,570.1098028
4.18_318.1801m/z,56.02618341,142.0437747,51.88363188,143.6397786,116.2185461,336.7510691
4.18_420.2495m/z,7341.611973,14771.26846,7590.230144,14512.86718,11948.78187,17836.20226
4.20_183.1388m/z,171.5902849,183.4976255,145.696078,165.7418607,197.6475112,156.3806881
4.20_195.1387m/z,490.252066,478.144789,406.2329338,476.6962107,559.1404488,368.665743
4.20_227.1284m/z,386.3206536,369.4067523,336.4755027,335.2388241,407.4746873,222.186475
4.20_293.1786m/z,27342.62142,34122.96079,19877.80501,33440.14789,31451.37565,28980.24169
4.20_293.2300m/z,219.409676,251.5450391,142.314607,279.4295184,258.2615165,229.6225389
4.20_362.2367m/z,121.4245986,159.0542725,42.52778856,172.5465501,170.821831,74.56406486
4.20_378.1557m/z,720.4403444,557.8455793,508.9825422,614.7820137,666.4651119,284.707225
4.20_397.2258m/z,2454.821021,2207.801588,2041.571473,2110.831851,3128.358637,2154.70993
4.20_483.2723m/z,253.9272853,363.4870819,145.1000921,242.5287963,298.5304706,85.74648037
4.20_583.3246m/z,204.1755227,291.4021857,71.81879098,124.0869876,91.62977464,15.32473327
4.20_96.9604m/z,192.5624766,204.5263468,185.6280387,213.3863207,203.3530348,187.9074062
4.22_281.2479m/z,34291.9182,43912.76842,27956.98507,34453.06552,40493.91847,29290.03752
4.22_353.3064m/z,206.3652674,407.814045,83.15666224,487.3875643,423.1689706,171.0950211
4.23_449.3241m/z,357.7968404,336.6897078,334.6200122,364.4534786,459.9351523,323.2003635
4.25_433.3293m/z,285.3095582,283.1395213,281.7258947,293.5926708,375.7977288,273.7662533
4.27_349.2051m/z,410.9238491,495.8178482,253.4101248,422.8802758,1060.098343,294.9654389
4.27_355.1674m/z,6793.733482,9813.55009,3561.22729,8866.765004,11273.88186,910.4258019
4.27_369.2664m/z,120.1854657,148.3573862,123.2491374,184.7134048,212.7752431,122.741785
4.27_407.1777m/z,133.0319481,215.5318575,86.98524298,182.9570836,208.3886963,116.315426
4.27_431.1891m/z,341.4369975,437.1155135,210.9374309,419.0299265,492.9872413,124.5793405
4.27_437.2634m/z,708.8703585,1386.798648,864.7395807,964.3915337,1235.918154,634.2660968
4.28_409.3089m/z,129.3831063,134.4241945,132.9051311,134.7108058,141.7079857,116.6372057
4.28_529.3054m/z,879.7514424,878.3815814,804.1386868,870.2212631,1116.704825,767.3607234
4.30_339.1991m/z,38881.78222,35250.76668,30668.98326,39803.90921,47235.24613,32288.69386
4.30_653.3002m/z,2212.951593,3013.931748,177.6138899,4268.006227,3003.077699,226.5882137
4.32_151.0764m/z,172.7543647,179.2662026,148.7042585,136.980241,174.024786,131.288979
4.32_269.2480m/z,22929.42945,49122.24022,11235.37602,56053.39419,47039.40373,15084.09888
4.32_299.2579m/z,832.0370835,1292.657737,599.1293847,1331.122571,1357.672329,660.0764731
4.32_307.2633m/z,772.9516267,1393.42623,588.6639157,548.2535102,920.0196942,594.9602539
4.32_313.2387m/z,2823.714262,4689.088128,999.2362542,5528.577205,4058.245097,3597.462012
4.32_315.2522m/z,290.0665961,489.3944862,171.0943958,545.7534289,458.916134,257.4201791
4.32_327.2892m/z,58.95687283,135.2646425,53.78452282,170.4197015,203.7899478,52.51772642
4.32_367.2296m/z,725.9669473,753.8857619,566.7069118,844.7104584,978.8784093,647.6766992
4.35_217.0712m/z,185.6345207,198.5535556,64.84618696,258.3143975,236.0903444,67.49090736
4.35_317.1602m/z,989.6360069,1062.224766,252.8791973,1450.015208,1331.24046,307.8806591
4.35_475.1569m/z,216.6724932,144.6567936,131.3508973,245.9912268,203.6396717,232.6059313
4.36_307.1938m/z,219.181074,177.8790881,181.9088272,283.5631209,262.8862512,187.1444443
4.36_369.3039m/z,248.8317974,278.6082398,218.4933987,319.5095365,355.568538,239.9460312
4.36_501.2849n,5109.788587,7097.84255,450.5665139,7691.86125,3410.352646,442.4177078
4.36_522.2632m/z,220.5333591,291.1426739,23.19350562,329.1822935,159.5958927,31.02606735
4.38_235.1340m/z,145.6778096,152.7305972,123.4568822,181.0033558,139.5934582,132.9551765
4.38_398.2317m/z,402.1494003,372.0844243,442.1302524,356.0972033,336.7790441,393.2138855
4.38_457.2531m/z,174.5144254,206.5509741,142.2265287,271.8560201,257.3066321,147.0407604
4.38_703.5100m/z,764.1125753,430.9834545,397.9102686,453.4947228,483.8697254,588.6793635
4.40_233.1541m/z,1772.786655,1721.778111,1930.879816,2081.397733,1950.747073,2074.321492
4.40_337.2023m/z,3768.208399,3825.887237,2794.627282,3571.159149,5395.109505,2876.413503
4.40_422.1828m/z,213.0228747,224.642673,134.6708843,186.2353476,287.1765738,137.4616201
4.40_475.3398m/z,549.0188129,687.9100029,328.3888662,936.2340985,841.0200766,350.8962616
4.40_599.3196m/z,3153.692216,10062.35381,546.4163922,10999.76208,7472.959086,676.6939484
4.40_621.3019m/z,128.9414868,358.9856343,29.41027366,443.9439995,315.5289329,41.24491044
4.42_408.2053m/z,57.15408065,192.7695009,15.48287544,184.3841503,132.5661752,148.8586985
4.43_247.1189m/z,235.212105,248.2836077,80.29223484,246.4117539,280.7052311,79.51312184
4.43_297.2436m/z,255.2568614,633.1631451,327.8655689,481.2964507,573.6408317,448.2652065
4.45_180.0783m/z,113.7676884,99.23122304,98.33436923,145.5940872,120.0136328,113.3249476
4.45_295.2585m/z,1387.069635,1500.006513,1222.511239,1585.227438,1721.084421,1431.331601
4.47_417.2172m/z,259.3597074,245.7180388,234.0622037,282.093538,385.6846333,271.5478351
4.48_283.2635m/z,31330.19745,32980.96235,35667.34157,36496.23483,52071.84541,38813.49306
4.48_329.2511m/z,1637.470984,1625.285704,1530.068768,1820.058407,1851.169454,1685.501822
4.48_381.2314m/z,1989.378679,2044.688425,1529.18664,1724.208336,3031.430741,1481.703755
4.48_650.3734m/z,45.7833118,61.49382009,15.25546053,315.5522207,213.7374956,62.43543617
4.51_329.2533m/z,10765.47174,10945.25515,9899.53314,12361.0597,12098.707,11317.65154
4.51_363.2344m/z,391.5398096,384.4906368,373.0310409,451.3823487,450.4344851,391.9668705
4.51_450.2698m/z,372.026824,409.403329,255.6639427,388.6740155,644.0085636,225.6498301
4.53_164.0840m/z,326.2694281,308.6266499,294.1107743,354.9503767,333.8942645,272.0416395
4.53_284.2737n,345156.8506,480499.7788,212015.6693,483291.3448,476898.077,283238.4254
4.53_322.2168n,2078.612974,2056.780062,1561.945475,1717.013946,2732.282353,1629.358598
4.53_323.1913m/z,495.5799049,473.2168671,422.6481591,461.7747988,530.6129645,419.8423337
4.53_407.2199m/z,145.7694106,169.6098846,85.39790449,177.8242744,130.8787091,90.15874815
